id,lon,lat,paese,t_2026,media_1991_2020,anomalia
eu_1675_5000,16.75,50,Cechia,18.22,15.59,2.63
eu_1675_5025,16.75,50.25,Polonia,17.48,14.89,2.59
eu_1675_5050,16.75,50.5,Polonia,18.62,16.08,2.54
eu_1675_5075,16.75,50.75,Polonia,19.37,16.72,2.65
eu_1675_5100,16.75,51,Polonia,20.32,17.43,2.88
eu_1675_5125,16.75,51.25,Polonia,20.69,17.8,2.88
eu_1675_5150,16.75,51.5,Polonia,20.64,17.93,2.71
eu_1675_5175,16.75,51.75,Polonia,20.57,17.85,2.71
eu_1675_5200,16.75,52,Polonia,20.39,17.79,2.6
eu_1675_5225,16.75,52.25,Polonia,20.11,17.64,2.47
eu_1675_5250,16.75,52.5,Polonia,19.84,17.46,2.39
eu_1675_5275,16.75,52.75,Polonia,19.73,17.35,2.37
eu_1675_5300,16.75,53,Polonia,19.31,17.09,2.22
eu_1675_5325,16.75,53.25,Polonia,18.81,16.77,2.05
eu_1675_5350,16.75,53.5,Polonia,18.21,16.26,1.95
eu_1675_5375,16.75,53.75,Polonia,17.76,15.85,1.9
eu_1675_5400,16.75,54,Polonia,17.45,15.58,1.87
eu_1675_5425,16.75,54.25,Polonia,17.62,15.74,1.87
eu_1675_5450,16.75,54.5,Polonia,17.51,15.47,2.04
eu_1675_5650,16.75,56.5,Svezia,17.31,14.62,2.69
eu_1675_5675,16.75,56.75,Svezia,17.45,14.64,2.81
eu_1675_5700,16.75,57,Svezia,16.84,14.17,2.68
eu_1675_5750,16.75,57.5,Svezia,17.96,15.29,2.67
eu_1675_5775,16.75,57.75,Svezia,17.89,15.37,2.52
eu_1675_5800,16.75,58,Svezia,17.41,14.95,2.47
eu_1675_5825,16.75,58.25,Svezia,17.15,14.71,2.45
eu_1675_5850,16.75,58.5,Svezia,17.09,14.78,2.31
eu_1675_5875,16.75,58.75,Svezia,17,14.99,2.01
eu_1675_5900,16.75,59,Svezia,17.47,15.44,2.03
eu_1675_5925,16.75,59.25,Svezia,17.36,15.31,2.05
eu_1675_5950,16.75,59.5,Svezia,17.54,15.44,2.11
eu_1675_5975,16.75,59.75,Svezia,17.33,15.18,2.15
eu_1675_6000,16.75,60,Svezia,17.39,15.11,2.28
eu_1675_6025,16.75,60.25,Svezia,17.44,15.08,2.36
eu_1675_6050,16.75,60.5,Svezia,17.3,14.88,2.42
eu_1675_6075,16.75,60.75,Svezia,17.09,14.61,2.48
eu_1675_6100,16.75,61,Svezia,16.73,14.34,2.39
eu_1675_6125,16.75,61.25,Svezia,16.42,14.21,2.2
eu_1675_6150,16.75,61.5,Svezia,15.82,13.74,2.08
eu_1675_6175,16.75,61.75,Svezia,15.58,13.61,1.97
eu_1675_6200,16.75,62,Svezia,14.94,13.19,1.75
eu_1675_6225,16.75,62.25,Svezia,14.65,13.02,1.63
eu_1675_6250,16.75,62.5,Svezia,14.5,12.91,1.59
eu_1675_6275,16.75,62.75,Svezia,14.27,12.74,1.53
eu_1675_6300,16.75,63,Svezia,14.1,12.6,1.5
eu_1675_6325,16.75,63.25,Svezia,14.19,12.81,1.38
eu_1675_6350,16.75,63.5,Svezia,14.24,12.92,1.32
eu_1675_6375,16.75,63.75,Svezia,14.13,12.79,1.34
eu_1675_6400,16.75,64,Svezia,13.32,11.99,1.33
eu_1675_6425,16.75,64.25,Svezia,13.17,11.86,1.31
eu_1675_6450,16.75,64.5,Svezia,12.94,11.66,1.28
eu_1675_6475,16.75,64.75,Svezia,12.68,11.37,1.31
eu_1675_6500,16.75,65,Svezia,12.18,10.78,1.4
eu_1675_6525,16.75,65.25,Svezia,11.93,10.61,1.32
eu_1675_6550,16.75,65.5,Svezia,11.36,9.99,1.38
eu_1675_6575,16.75,65.75,Svezia,11.02,9.69,1.32
eu_1675_6600,16.75,66,Svezia,9.79,8.33,1.45
eu_1675_6625,16.75,66.25,Svezia,9.67,8.11,1.56
eu_1675_6650,16.75,66.5,Svezia,9.26,7.59,1.67
eu_1675_6675,16.75,66.75,Svezia,7.57,5.83,1.74
eu_1675_6700,16.75,67,Svezia,6.91,4.97,1.94
eu_1675_6725,16.75,67.25,Svezia,6.05,4.08,1.97
eu_1675_6750,16.75,67.5,Svezia,7.54,5.26,2.29
eu_1675_6775,16.75,67.75,Svezia,7.21,4.89,2.32
eu_1675_6800,16.75,68,Norvegia,7.94,5.71,2.23
eu_1675_6825,16.75,68.25,Norvegia,10.41,7.6,2.81
eu_1675_6850,16.75,68.5,Norvegia,12.16,9.44,2.72
eu_1675_6875,16.75,68.75,Norvegia,12.06,9.28,2.78
eu_1675_6900,16.75,69,Norvegia,12.03,9.17,2.86
eu_1700_3900,17,39,Italia,25.97,22.96,3.02
eu_1700_3925,17,39.25,Italia,25.56,22.56,3
eu_1700_3950,17,39.5,Italia,25.6,22.44,3.15
eu_1700_4050,17,40.5,Italia,26.42,23.5,2.91
eu_1700_4075,17,40.75,Italia,25.32,22.5,2.82
eu_1700_4100,17,41,Italia,24.93,22.44,2.49
eu_1700_4125,17,41.25,Italia,25,22.52,2.48
eu_1700_4275,17,42.75,Croazia,24.43,22,2.43
eu_1700_4300,17,43,Croazia,24.84,22.33,2.52
eu_1700_4325,17,43.25,Croazia,22.2,19.81,2.39
eu_1700_4350,17,43.5,Croazia,21.7,19.04,2.66
eu_1700_4375,17,43.75,Bosnia ed Erzegovina,19.15,16.57,2.58
eu_1700_4400,17,44,Bosnia ed Erzegovina,16.97,14.39,2.58
eu_1700_4425,17,44.25,Bosnia ed Erzegovina,18.1,15.32,2.79
eu_1700_4450,17,44.5,Bosnia ed Erzegovina,19.24,16.4,2.83
eu_1700_4475,17,44.75,Bosnia ed Erzegovina,21.27,18.26,3.01
eu_1700_4500,17,45,Bosnia ed Erzegovina,22.04,19.03,3.01
eu_1700_4525,17,45.25,Croazia,23.39,20.68,2.71
eu_1700_4550,17,45.5,Croazia,22.75,20.5,2.25
eu_1700_4575,17,45.75,Croazia,22.57,20.5,2.07
eu_1700_4600,17,46,Croazia,22.58,20.4,2.18
eu_1700_4625,17,46.25,Ungheria,22.76,20.47,2.29
eu_1700_4650,17,46.5,Ungheria,22.76,20.24,2.52
eu_1700_4675,17,46.75,Ungheria,22.71,20.07,2.64
eu_1700_4700,17,47,Ungheria,22.52,19.88,2.64
eu_1700_4725,17,47.25,Ungheria,22.63,19.83,2.8
eu_1700_4750,17,47.5,Ungheria,23.33,19.91,3.41
eu_1700_4775,17,47.75,Austria,23.88,20.04,3.84
eu_1700_4800,17,48,Austria,23.32,19.73,3.59
eu_1700_4825,17,48.25,Slovacchia,22.68,19.27,3.42
eu_1700_4850,17,48.5,Slovacchia,22.67,19.24,3.43
eu_1700_4875,17,48.75,Cechia,22.5,19.1,3.4
eu_1700_4900,17,49,Cechia,21.67,18.5,3.17
eu_1700_4925,17,49.25,Cechia,20.65,17.67,2.98
eu_1700_4950,17,49.5,Cechia,19.8,16.91,2.89
eu_1700_4975,17,49.75,Cechia,19.48,16.69,2.79
eu_1700_5000,17,50,Cechia,18.3,15.59,2.7
eu_1700_5025,17,50.25,Polonia,17.08,14.48,2.61
eu_1700_5050,17,50.5,Polonia,19.01,16.43,2.58
eu_1700_5075,17,50.75,Polonia,19.95,17.25,2.71
eu_1700_5100,17,51,Polonia,20.55,17.73,2.82
eu_1700_5125,17,51.25,Polonia,20.47,17.71,2.77
eu_1700_5150,17,51.5,Polonia,20.61,17.99,2.62
eu_1700_5175,17,51.75,Polonia,20.38,17.78,2.6
eu_1700_5200,17,52,Polonia,20.23,17.74,2.48
eu_1700_5225,17,52.25,Polonia,20.02,17.64,2.39
eu_1700_5250,17,52.5,Polonia,19.81,17.44,2.37
eu_1700_5275,17,52.75,Polonia,19.61,17.26,2.35
eu_1700_5300,17,53,Polonia,19.22,17.03,2.19
eu_1700_5325,17,53.25,Polonia,18.68,16.68,2
eu_1700_5350,17,53.5,Polonia,18.14,16.21,1.93
eu_1700_5375,17,53.75,Polonia,17.8,15.88,1.92
eu_1700_5400,17,54,Polonia,17.42,15.53,1.89
eu_1700_5425,17,54.25,Polonia,17.57,15.7,1.87
eu_1700_5450,17,54.5,Polonia,17.39,15.44,1.94
eu_1700_5475,17,54.75,Polonia,17.49,15.5,1.99
eu_1700_5700,17,57,Svezia,16.92,14.25,2.67
eu_1700_5725,17,57.25,Svezia,16.97,14.27,2.7
eu_1700_5825,17,58.25,Svezia,17.02,14.58,2.44
eu_1700_5850,17,58.5,Svezia,17.04,14.78,2.26
eu_1700_5875,17,58.75,Svezia,16.92,14.79,2.13
eu_1700_5900,17,59,Svezia,17.39,15.36,2.03
eu_1700_5925,17,59.25,Svezia,17.36,15.3,2.07
eu_1700_5950,17,59.5,Svezia,17.54,15.42,2.13
eu_1700_5975,17,59.75,Svezia,17.37,15.19,2.19
eu_1700_6000,17,60,Svezia,17.37,15.06,2.31
eu_1700_6025,17,60.25,Svezia,17.47,15.06,2.41
eu_1700_6050,17,60.5,Svezia,17.36,14.89,2.47
eu_1700_6075,17,60.75,Svezia,17.19,14.69,2.5
eu_1700_6100,17,61,Svezia,16.79,14.33,2.46
eu_1700_6125,17,61.25,Svezia,16.23,14.03,2.2
eu_1700_6150,17,61.5,Svezia,15.79,13.82,1.96
eu_1700_6175,17,61.75,Svezia,15.2,13.4,1.8
eu_1700_6200,17,62,Svezia,14.7,12.98,1.72
eu_1700_6225,17,62.25,Svezia,14.89,13.28,1.6
eu_1700_6250,17,62.5,Svezia,14.67,13.16,1.52
eu_1700_6275,17,62.75,Svezia,14.17,12.72,1.46
eu_1700_6300,17,63,Svezia,14.01,12.59,1.41
eu_1700_6325,17,63.25,Svezia,14.52,13.23,1.29
eu_1700_6350,17,63.5,Svezia,14.1,12.8,1.3
eu_1700_6375,17,63.75,Svezia,14.03,12.76,1.28
eu_1700_6400,17,64,Svezia,13.3,11.99,1.3
eu_1700_6425,17,64.25,Svezia,13.1,11.79,1.32
eu_1700_6450,17,64.5,Svezia,12.97,11.69,1.29
eu_1700_6475,17,64.75,Svezia,12.54,11.22,1.32
eu_1700_6500,17,65,Svezia,12.53,11.21,1.32
eu_1700_6525,17,65.25,Svezia,12.11,10.71,1.4
eu_1700_6550,17,65.5,Svezia,11.75,10.44,1.31
eu_1700_6575,17,65.75,Svezia,11.52,10.25,1.27
eu_1700_6600,17,66,Svezia,10.35,9.05,1.29
eu_1700_6625,17,66.25,Svezia,10.43,9.07,1.36
eu_1700_6650,17,66.5,Svezia,9.47,7.86,1.61
eu_1700_6675,17,66.75,Svezia,8.1,6.44,1.67
eu_1700_6700,17,67,Svezia,6.81,4.91,1.91
eu_1700_6725,17,67.25,Svezia,6.08,4.06,2.02
eu_1700_6750,17,67.5,Svezia,7.19,4.78,2.41
eu_1700_6775,17,67.75,Svezia,7.27,4.97,2.3
eu_1700_6800,17,68,Norvegia,6.92,4.87,2.05
eu_1700_6825,17,68.25,Norvegia,9.01,6.61,2.39
eu_1700_6850,17,68.5,Norvegia,11.9,9,2.9
eu_1700_6875,17,68.75,Norvegia,12.3,9.49,2.8
eu_1700_6900,17,69,Norvegia,11.68,8.85,2.83
eu_1700_6925,17,69.25,Norvegia,11.13,8.28,2.85
eu_1700_6950,17,69.5,Norvegia,11.05,8.16,2.89
eu_1725_3900,17.25,39,Italia,25.77,22.76,3.01
eu_1725_3925,17.25,39.25,Italia,25.71,22.65,3.06
eu_1725_3950,17.25,39.5,Italia,25.58,22.5,3.08
eu_1725_4025,17.25,40.25,Italia,26.12,23.37,2.75
eu_1725_4050,17.25,40.5,Italia,26,23.25,2.76
eu_1725_4075,17.25,40.75,Italia,24.64,22.03,2.62
eu_1725_4100,17.25,41,Italia,25,22.51,2.49
eu_1725_4275,17.25,42.75,Croazia,24.95,22.25,2.69
eu_1725_4300,17.25,43,Croazia,24.94,22.17,2.77
eu_1725_4325,17.25,43.25,Croazia,22.61,19.89,2.71
eu_1725_4350,17.25,43.5,Bosnia ed Erzegovina,21.06,18.32,2.74
eu_1725_4375,17.25,43.75,Bosnia ed Erzegovina,17.79,15.28,2.52
eu_1725_4400,17.25,44,Bosnia ed Erzegovina,17.26,14.55,2.72
eu_1725_4425,17.25,44.25,Bosnia ed Erzegovina,19.09,16.18,2.91
eu_1725_4450,17.25,44.5,Bosnia ed Erzegovina,19.51,16.65,2.86
eu_1725_4475,17.25,44.75,Bosnia ed Erzegovina,21.74,18.91,2.83
eu_1725_4500,17.25,45,Bosnia ed Erzegovina,22.86,20.11,2.75
eu_1725_4525,17.25,45.25,Croazia,22.96,20.48,2.48
eu_1725_4550,17.25,45.5,Croazia,21.85,19.6,2.25
eu_1725_4575,17.25,45.75,Croazia,22.4,20.19,2.2
eu_1725_4600,17.25,46,Croazia,22.84,20.57,2.27
eu_1725_4625,17.25,46.25,Ungheria,22.99,20.59,2.4
eu_1725_4650,17.25,46.5,Ungheria,22.97,20.43,2.54
eu_1725_4675,17.25,46.75,Ungheria,22.86,20.2,2.66
eu_1725_4700,17.25,47,Ungheria,22.72,19.99,2.73
eu_1725_4725,17.25,47.25,Ungheria,23.04,20.11,2.93
eu_1725_4750,17.25,47.5,Ungheria,23.57,20.07,3.5
eu_1725_4775,17.25,47.75,Ungheria,24,20.17,3.83
eu_1725_4800,17.25,48,Ungheria,23.49,19.93,3.56
eu_1725_4825,17.25,48.25,Slovacchia,22.43,19.03,3.4
eu_1725_4850,17.25,48.5,Slovacchia,22.1,18.65,3.44
eu_1725_4875,17.25,48.75,Slovacchia,22.1,18.66,3.44
eu_1725_4900,17.25,49,Cechia,21.45,18.25,3.2
eu_1725_4925,17.25,49.25,Cechia,20.56,17.6,2.96
eu_1725_4950,17.25,49.5,Cechia,20.81,17.84,2.98
eu_1725_4975,17.25,49.75,Cechia,19.64,16.75,2.89
eu_1725_5000,17.25,50,Cechia,17.5,14.77,2.73
eu_1725_5025,17.25,50.25,Cechia,17.64,15.1,2.53
eu_1725_5050,17.25,50.5,Polonia,19.59,17.02,2.57
eu_1725_5075,17.25,50.75,Polonia,20.2,17.46,2.74
eu_1725_5100,17.25,51,Polonia,20.65,17.88,2.76
eu_1725_5125,17.25,51.25,Polonia,20.3,17.7,2.6
eu_1725_5150,17.25,51.5,Polonia,20.4,17.86,2.53
eu_1725_5175,17.25,51.75,Polonia,20.19,17.72,2.47
eu_1725_5200,17.25,52,Polonia,20.12,17.71,2.41
eu_1725_5225,17.25,52.25,Polonia,19.93,17.55,2.38
eu_1725_5250,17.25,52.5,Polonia,19.69,17.31,2.38
eu_1725_5275,17.25,52.75,Polonia,19.47,17.16,2.31
eu_1725_5300,17.25,53,Polonia,19.14,16.96,2.18
eu_1725_5325,17.25,53.25,Polonia,18.65,16.64,2.01
eu_1725_5350,17.25,53.5,Polonia,18.1,16.15,1.96
eu_1725_5375,17.25,53.75,Polonia,17.83,15.85,1.97
eu_1725_5400,17.25,54,Polonia,17.49,15.54,1.95
eu_1725_5425,17.25,54.25,Polonia,17.49,15.6,1.89
eu_1725_5450,17.25,54.5,Polonia,17.45,15.52,1.93
eu_1725_5475,17.25,54.75,Polonia,17.62,15.57,2.05
eu_1725_5725,17.25,57.25,Svezia,16.94,14.26,2.69
eu_1725_5875,17.25,58.75,Svezia,17.03,14.82,2.21
eu_1725_5900,17.25,59,Svezia,17.33,15.25,2.08
eu_1725_5925,17.25,59.25,Svezia,17.41,15.33,2.08
eu_1725_5950,17.25,59.5,Svezia,17.55,15.35,2.2
eu_1725_5975,17.25,59.75,Svezia,17.4,15.17,2.23
eu_1725_6000,17.25,60,Svezia,17.35,15.01,2.34
eu_1725_6025,17.25,60.25,Svezia,17.48,15.03,2.44
eu_1725_6050,17.25,60.5,Svezia,17.48,14.97,2.51
eu_1725_6075,17.25,60.75,Svezia,17.25,14.76,2.49
eu_1725_6100,17.25,61,Svezia,15.88,13.64,2.23
eu_1725_6125,17.25,61.25,Svezia,16.05,13.89,2.15
eu_1725_6150,17.25,61.5,Svezia,15.54,13.64,1.91
eu_1725_6175,17.25,61.75,Svezia,14.34,12.72,1.63
eu_1725_6200,17.25,62,Svezia,14.49,12.83,1.66
eu_1725_6225,17.25,62.25,Svezia,14.98,13.43,1.55
eu_1725_6250,17.25,62.5,Svezia,14.91,13.47,1.44
eu_1725_6275,17.25,62.75,Svezia,14.11,12.71,1.4
eu_1725_6300,17.25,63,Svezia,14.07,12.7,1.37
eu_1725_6325,17.25,63.25,Svezia,14.49,13.25,1.24
eu_1725_6350,17.25,63.5,Svezia,13.76,12.5,1.26
eu_1725_6375,17.25,63.75,Svezia,13.67,12.43,1.24
eu_1725_6400,17.25,64,Svezia,13.46,12.2,1.26
eu_1725_6425,17.25,64.25,Svezia,13.13,11.82,1.31
eu_1725_6450,17.25,64.5,Svezia,12.79,11.5,1.29
eu_1725_6475,17.25,64.75,Svezia,12.26,10.9,1.36
eu_1725_6500,17.25,65,Svezia,12.72,11.42,1.3
eu_1725_6525,17.25,65.25,Svezia,12.23,10.88,1.35
eu_1725_6550,17.25,65.5,Svezia,12.16,10.93,1.23
eu_1725_6575,17.25,65.75,Svezia,11.66,10.45,1.21
eu_1725_6600,17.25,66,Svezia,11,9.83,1.17
eu_1725_6625,17.25,66.25,Svezia,10.95,9.73,1.23
eu_1725_6650,17.25,66.5,Svezia,9.94,8.44,1.5
eu_1725_6675,17.25,66.75,Svezia,8.56,6.92,1.64
eu_1725_6700,17.25,67,Svezia,7.28,5.4,1.88
eu_1725_6725,17.25,67.25,Svezia,5.9,3.89,2.01
eu_1725_6750,17.25,67.5,Svezia,6.72,4.33,2.39
eu_1725_6775,17.25,67.75,Svezia,7.32,5.12,2.2
eu_1725_6800,17.25,68,Svezia,7.01,4.84,2.17
eu_1725_6825,17.25,68.25,Norvegia,8.57,6.12,2.45
eu_1725_6850,17.25,68.5,Norvegia,11.3,8.33,2.96
eu_1725_6875,17.25,68.75,Norvegia,11.08,8.03,3.06
eu_1725_6900,17.25,69,Norvegia,11.42,8.5,2.93
eu_1725_6925,17.25,69.25,Norvegia,11.21,8.28,2.93
eu_1725_6950,17.25,69.5,Norvegia,10.83,7.92,2.91
eu_1750_4025,17.5,40.25,Italia,26.04,23.46,2.58
eu_1750_4050,17.5,40.5,Italia,26.02,23.27,2.75
eu_1750_4075,17.5,40.75,Italia,25.15,22.73,2.42
eu_1750_4100,17.5,41,Italia,25.64,23.22,2.42
eu_1750_4275,17.5,42.75,Croazia,25.3,22.65,2.65
eu_1750_4300,17.5,43,Croazia,24.71,21.87,2.84
eu_1750_4325,17.5,43.25,Bosnia ed Erzegovina,23.59,20.61,2.98
eu_1750_4350,17.5,43.5,Bosnia ed Erzegovina,19.27,16.72,2.55
eu_1750_4375,17.5,43.75,Bosnia ed Erzegovina,17.43,15,2.43
eu_1750_4400,17.5,44,Bosnia ed Erzegovina,18.63,15.9,2.73
eu_1750_4425,17.5,44.25,Bosnia ed Erzegovina,18.42,15.66,2.76
eu_1750_4450,17.5,44.5,Bosnia ed Erzegovina,19.02,16.26,2.76
eu_1750_4475,17.5,44.75,Bosnia ed Erzegovina,21.83,19.03,2.8
eu_1750_4500,17.5,45,Bosnia ed Erzegovina,22.82,20.24,2.58
eu_1750_4525,17.5,45.25,Croazia,22.84,20.46,2.37
eu_1750_4550,17.5,45.5,Croazia,21.23,18.94,2.28
eu_1750_4575,17.5,45.75,Croazia,22.43,20.15,2.28
eu_1750_4600,17.5,46,Ungheria,22.89,20.61,2.28
eu_1750_4625,17.5,46.25,Ungheria,22.79,20.43,2.36
eu_1750_4650,17.5,46.5,Ungheria,22.99,20.42,2.57
eu_1750_4675,17.5,46.75,Ungheria,23.49,20.72,2.77
eu_1750_4700,17.5,47,Ungheria,22.57,19.7,2.87
eu_1750_4725,17.5,47.25,Ungheria,22.68,19.68,3
eu_1750_4750,17.5,47.5,Ungheria,23.44,19.98,3.46
eu_1750_4775,17.5,47.75,Ungheria,23.9,20.17,3.73
eu_1750_4800,17.5,48,Slovacchia,23.52,20.07,3.45
eu_1750_4825,17.5,48.25,Slovacchia,23.08,19.77,3.31
eu_1750_4850,17.5,48.5,Slovacchia,22.15,18.87,3.28
eu_1750_4875,17.5,48.75,Slovacchia,21.01,17.83,3.17
eu_1750_4900,17.5,49,Cechia,21.13,17.98,3.15
eu_1750_4925,17.5,49.25,Cechia,20.8,17.8,3
eu_1750_4950,17.5,49.5,Cechia,20.29,17.33,2.97
eu_1750_4975,17.5,49.75,Cechia,18.5,15.57,2.93
eu_1750_5000,17.5,50,Cechia,18.26,15.59,2.67
eu_1750_5025,17.5,50.25,Cechia,18.48,15.96,2.52
eu_1750_5050,17.5,50.5,Polonia,19.82,17.18,2.64
eu_1750_5075,17.5,50.75,Polonia,20.51,17.78,2.73
eu_1750_5100,17.5,51,Polonia,20.59,17.91,2.67
eu_1750_5125,17.5,51.25,Polonia,20.16,17.66,2.5
eu_1750_5150,17.5,51.5,Polonia,20.25,17.83,2.42
eu_1750_5175,17.5,51.75,Polonia,19.94,17.57,2.37
eu_1750_5200,17.5,52,Polonia,20,17.66,2.35
eu_1750_5225,17.5,52.25,Polonia,19.94,17.54,2.4
eu_1750_5250,17.5,52.5,Polonia,19.62,17.23,2.39
eu_1750_5275,17.5,52.75,Polonia,19.31,17.01,2.3
eu_1750_5300,17.5,53,Polonia,19.09,16.91,2.18
eu_1750_5325,17.5,53.25,Polonia,18.62,16.59,2.03
eu_1750_5350,17.5,53.5,Polonia,18.14,16.14,2
eu_1750_5375,17.5,53.75,Polonia,17.94,15.92,2.03
eu_1750_5400,17.5,54,Polonia,17.62,15.63,1.99
eu_1750_5425,17.5,54.25,Polonia,17.48,15.53,1.95
eu_1750_5450,17.5,54.5,Polonia,17.61,15.61,2
eu_1750_5475,17.5,54.75,Polonia,17.67,15.59,2.08
eu_1750_5875,17.5,58.75,Svezia,17.22,15.02,2.2
eu_1750_5900,17.5,59,Svezia,17.38,15.18,2.19
eu_1750_5925,17.5,59.25,Svezia,17.47,15.34,2.13
eu_1750_5950,17.5,59.5,Svezia,17.68,15.4,2.27
eu_1750_5975,17.5,59.75,Svezia,17.44,15.13,2.32
eu_1750_6000,17.5,60,Svezia,17.38,14.97,2.41
eu_1750_6025,17.5,60.25,Svezia,17.58,15.06,2.52
eu_1750_6050,17.5,60.5,Svezia,17.49,14.94,2.55
eu_1750_6075,17.5,60.75,Svezia,17.07,14.6,2.48
eu_1750_6150,17.5,61.5,Svezia,14.57,12.85,1.72
eu_1750_6175,17.5,61.75,Svezia,13.83,12.21,1.63
eu_1750_6200,17.5,62,Svezia,14.67,12.98,1.69
eu_1750_6225,17.5,62.25,Svezia,15.12,13.66,1.46
eu_1750_6250,17.5,62.5,Svezia,14.74,13.37,1.37
eu_1750_6275,17.5,62.75,Svezia,14.07,12.79,1.28
eu_1750_6300,17.5,63,Svezia,14.47,13.2,1.28
eu_1750_6325,17.5,63.25,Svezia,14.37,13.16,1.22
eu_1750_6350,17.5,63.5,Svezia,13.74,12.54,1.2
eu_1750_6375,17.5,63.75,Svezia,13.42,12.22,1.2
eu_1750_6400,17.5,64,Svezia,13.3,12.06,1.24
eu_1750_6425,17.5,64.25,Svezia,13.13,11.84,1.29
eu_1750_6450,17.5,64.5,Svezia,12.57,11.28,1.3
eu_1750_6475,17.5,64.75,Svezia,12.26,10.92,1.34
eu_1750_6500,17.5,65,Svezia,12.94,11.64,1.3
eu_1750_6525,17.5,65.25,Svezia,12.7,11.41,1.29
eu_1750_6550,17.5,65.5,Svezia,12.51,11.33,1.19
eu_1750_6575,17.5,65.75,Svezia,11.66,10.46,1.2
eu_1750_6600,17.5,66,Svezia,11.29,10.16,1.12
eu_1750_6625,17.5,66.25,Svezia,10.95,9.61,1.34
eu_1750_6650,17.5,66.5,Svezia,10.46,9,1.47
eu_1750_6675,17.5,66.75,Svezia,9.27,7.65,1.62
eu_1750_6700,17.5,67,Svezia,8.36,6.49,1.87
eu_1750_6725,17.5,67.25,Svezia,5.72,3.74,1.98
eu_1750_6750,17.5,67.5,Svezia,6.52,4.19,2.33
eu_1750_6775,17.5,67.75,Svezia,7.16,4.94,2.22
eu_1750_6800,17.5,68,Svezia,6.88,4.65,2.24
eu_1750_6825,17.5,68.25,Norvegia,7.66,5.29,2.36
eu_1750_6850,17.5,68.5,Norvegia,10.4,7.54,2.86
eu_1750_6875,17.5,68.75,Norvegia,10.49,7.65,2.85
eu_1750_6900,17.5,69,Norvegia,11.91,8.84,3.07
eu_1750_6925,17.5,69.25,Norvegia,11.57,8.54,3.03
eu_1750_6950,17.5,69.5,Norvegia,10.62,7.75,2.88
eu_1775_4025,17.75,40.25,Italia,26.28,23.7,2.58
eu_1775_4050,17.75,40.5,Italia,26.28,23.64,2.65
eu_1775_4075,17.75,40.75,Italia,25.98,23.5,2.48
eu_1775_4275,17.75,42.75,Croazia,23.94,21.06,2.89
eu_1775_4300,17.75,43,Bosnia ed Erzegovina,24.21,21.15,3.06
eu_1775_4325,17.75,43.25,Bosnia ed Erzegovina,23.49,20.41,3.08
eu_1775_4350,17.75,43.5,Bosnia ed Erzegovina,19.4,17.15,2.25
eu_1775_4375,17.75,43.75,Bosnia ed Erzegovina,19.64,16.91,2.73
eu_1775_4400,17.75,44,Bosnia ed Erzegovina,17.27,14.57,2.7
eu_1775_4425,17.75,44.25,Bosnia ed Erzegovina,19.05,16.32,2.73
eu_1775_4450,17.75,44.5,Bosnia ed Erzegovina,19.73,16.94,2.79
eu_1775_4475,17.75,44.75,Bosnia ed Erzegovina,22.29,19.45,2.84
eu_1775_4500,17.75,45,Bosnia ed Erzegovina,22.67,20.23,2.44
eu_1775_4525,17.75,45.25,Croazia,22.89,20.66,2.22
eu_1775_4550,17.75,45.5,Croazia,21.84,19.61,2.23
eu_1775_4575,17.75,45.75,Croazia,22.75,20.47,2.28
eu_1775_4600,17.75,46,Ungheria,22.8,20.63,2.17
eu_1775_4625,17.75,46.25,Ungheria,22.54,20.22,2.32
eu_1775_4650,17.75,46.5,Ungheria,22.8,20.23,2.57
eu_1775_4675,17.75,46.75,Ungheria,23.15,20.35,2.8
eu_1775_4700,17.75,47,Ungheria,22.53,19.56,2.97
eu_1775_4725,17.75,47.25,Ungheria,21.9,18.82,3.08
eu_1775_4750,17.75,47.5,Ungheria,23.06,19.72,3.34
eu_1775_4775,17.75,47.75,Ungheria,23.59,20.11,3.48
eu_1775_4800,17.75,48,Slovacchia,23.41,20.11,3.3
eu_1775_4825,17.75,48.25,Slovacchia,22.87,19.71,3.15
eu_1775_4850,17.75,48.5,Slovacchia,22.22,19.13,3.09
eu_1775_4875,17.75,48.75,Slovacchia,20.88,17.92,2.96
eu_1775_4900,17.75,49,Cechia,20.13,17.25,2.88
eu_1775_4925,17.75,49.25,Cechia,19.92,17.14,2.78
eu_1775_4950,17.75,49.5,Cechia,19.73,16.91,2.81
eu_1775_4975,17.75,49.75,Cechia,19.16,16.05,3.11
eu_1775_5000,17.75,50,Cechia,19.44,16.71,2.73
eu_1775_5025,17.75,50.25,Polonia,19.41,16.93,2.49
eu_1775_5050,17.75,50.5,Polonia,20.19,17.49,2.69
eu_1775_5075,17.75,50.75,Polonia,20.46,17.85,2.61
eu_1775_5100,17.75,51,Polonia,20.33,17.85,2.47
eu_1775_5125,17.75,51.25,Polonia,19.97,17.6,2.36
eu_1775_5150,17.75,51.5,Polonia,20.14,17.78,2.36
eu_1775_5175,17.75,51.75,Polonia,19.85,17.54,2.31
eu_1775_5200,17.75,52,Polonia,20.05,17.72,2.33
eu_1775_5225,17.75,52.25,Polonia,19.98,17.57,2.41
eu_1775_5250,17.75,52.5,Polonia,19.67,17.26,2.41
eu_1775_5275,17.75,52.75,Polonia,19.3,17.03,2.28
eu_1775_5300,17.75,53,Polonia,19.17,17.01,2.16
