id,lon,lat,regione,t_2026,media_1991_2020,anomalia
it_1375_4075,13.75,40.75,Campania,24.86,21.85,3.01
it_1375_4100,13.75,41,Campania,23.87,20.75,3.12
it_1375_4125,13.75,41.25,Lazio,23.35,20.38,2.97
it_1375_4150,13.75,41.5,Lazio,23.66,20.02,3.65
it_1375_4175,13.75,41.75,Lazio,19.13,16.01,3.12
it_1375_4200,13.75,42,Abruzzo,20.24,17.03,3.21
it_1375_4225,13.75,42.25,Abruzzo,20.84,17.77,3.07
it_1375_4250,13.75,42.5,Abruzzo,20.61,17.62,2.99
it_1375_4275,13.75,42.75,Abruzzo,23.51,20.47,3.04
it_1375_4300,13.75,43,Marche,23.45,20.78,2.67
it_1375_4325,13.75,43.25,Marche,24.84,21.67,3.17
it_1375_4350,13.75,43.5,Marche,25.24,22.1,3.14
it_1375_4550,13.75,45.5,Friuli-Venezia Giulia,22.28,19.44,2.84
it_1375_4575,13.75,45.75,Friuli-Venezia Giulia,22.77,20.1,2.67
it_1375_4600,13.75,46,Friuli-Venezia Giulia,20.21,17.77,2.44
it_1375_4625,13.75,46.25,Friuli-Venezia Giulia,19.3,16.77,2.53
it_1375_4650,13.75,46.5,Friuli-Venezia Giulia,16.75,14.08,2.67
it_1400_3700,14,37,Sicilia,24.33,22.62,1.7
it_1400_3725,14,37.25,Sicilia,24.39,22.69,1.7
it_1400_3750,14,37.5,Sicilia,24.25,22.29,1.96
it_1400_3775,14,37.75,Sicilia,22.69,20.55,2.14
it_1400_3800,14,38,Sicilia,22.64,20.45,2.19
it_1400_4075,14,40.75,Campania,24.88,21.75,3.13
it_1400_4100,14,41,Campania,24.86,21.85,3.01
it_1400_4125,14,41.25,Campania,23.86,20.58,3.29
it_1400_4150,14,41.5,Campania,22.86,19.29,3.57
it_1400_4175,14,41.75,Molise,18.39,15.39,3
it_1400_4200,14,42,Abruzzo,18.53,15.62,2.91
it_1400_4225,14,42.25,Abruzzo,22.26,19.24,3.02
it_1400_4250,14,42.5,Abruzzo,23.82,20.79,3.03
it_1400_4275,14,42.75,Abruzzo,25.06,21.6,3.46
it_1400_4300,14,43,Marche,25.2,22.18,3.02
it_1400_4550,14,45.5,Friuli-Venezia Giulia,22.02,19.19,2.83
it_1400_4575,14,45.75,Friuli-Venezia Giulia,21.88,19.09,2.78
it_1425_3700,14.25,37,Sicilia,24.71,22.97,1.73
it_1425_3725,14.25,37.25,Sicilia,23.85,22.17,1.68
it_1425_3750,14.25,37.5,Sicilia,23.73,21.77,1.96
it_1425_3775,14.25,37.75,Sicilia,22.73,20.6,2.13
it_1425_3800,14.25,38,Sicilia,22.84,20.57,2.27
it_1425_4050,14.25,40.5,Campania,23.96,21.14,2.82
it_1425_4075,14.25,40.75,Campania,24.52,21.36,3.15
it_1425_4100,14.25,41,Campania,24.9,21.66,3.24
it_1425_4125,14.25,41.25,Campania,24.69,20.89,3.8
it_1425_4150,14.25,41.5,Campania,22.42,18.76,3.66
it_1425_4175,14.25,41.75,Molise,21.13,17.88,3.25
it_1425_4200,14.25,42,Abruzzo,20.3,17.42,2.89
it_1425_4225,14.25,42.25,Abruzzo,23.46,20.39,3.07
it_1425_4250,14.25,42.5,Abruzzo,24.58,21.86,2.71
it_1450_3675,14.5,36.75,Sicilia,24.24,22.24,2
it_1450_3700,14.5,37,Sicilia,24.66,22.79,1.87
it_1450_3725,14.5,37.25,Sicilia,24.39,22.6,1.79
it_1450_3750,14.5,37.5,Sicilia,24.26,22.43,1.83
it_1450_3775,14.5,37.75,Sicilia,22.36,20.6,1.77
it_1450_3800,14.5,38,Sicilia,21.47,19.49,1.98
it_1450_4050,14.5,40.5,Campania,23.8,20.87,2.93
it_1450_4075,14.5,40.75,Campania,23.96,21.14,2.82
it_1450_4100,14.5,41,Campania,24.34,20.81,3.53
it_1450_4125,14.5,41.25,Campania,24.13,20.15,3.99
it_1450_4150,14.5,41.5,Molise,21.45,18.12,3.33
it_1450_4175,14.5,41.75,Molise,21.96,18.77,3.18
it_1450_4200,14.5,42,Abruzzo,22.78,19.78,3
it_1450_4225,14.5,42.25,Abruzzo,24.95,21.95,3
it_1450_4250,14.5,42.5,Abruzzo,24.33,21.4,2.93
it_1475_3675,14.75,36.75,Sicilia,24.35,22.22,2.12
it_1475_3700,14.75,37,Sicilia,24.09,22.27,1.83
it_1475_3725,14.75,37.25,Sicilia,25.14,23.17,1.97
it_1475_3750,14.75,37.5,Sicilia,26.14,24.06,2.08
it_1475_3775,14.75,37.75,Sicilia,23.12,21.42,1.7
it_1475_3800,14.75,38,Sicilia,21.37,19.46,1.91
it_1475_3825,14.75,38.25,Sicilia,21.69,19.7,2
it_1475_4050,14.75,40.5,Campania,23.74,20.69,3.04
it_1475_4075,14.75,40.75,Campania,23.63,20.6,3.04
it_1475_4100,14.75,41,Campania,23.64,19.96,3.69
it_1475_4125,14.75,41.25,Campania,24.49,20.45,4.04
it_1475_4150,14.75,41.5,Campania,23.05,19.61,3.44
it_1475_4175,14.75,41.75,Molise,22.96,19.98,2.99
it_1475_4200,14.75,42,Molise,24.02,21.12,2.9
it_1475_4225,14.75,42.25,Abruzzo,24.14,21.23,2.91
it_1500_3675,15,36.75,Sicilia,25.02,22.86,2.16
it_1500_3700,15,37,Sicilia,24.55,22.64,1.91
it_1500_3725,15,37.25,Sicilia,25.71,23.5,2.2
it_1500_3750,15,37.5,Sicilia,25.85,23.56,2.3
it_1500_3775,15,37.75,Sicilia,19.92,18.36,1.56
it_1500_3800,15,38,Sicilia,22.25,20.13,2.11
it_1500_3825,15,38.25,Sicilia,22.91,20.67,2.24
it_1500_3850,15,38.5,Sicilia,24.65,22.03,2.63
it_1500_4025,15,40.25,Campania,24.17,21.3,2.87
it_1500_4050,15,40.5,Campania,24.75,21.53,3.22
it_1500_4075,15,40.75,Campania,22.19,18.91,3.28
it_1500_4100,15,41,Campania,24.09,20.24,3.85
it_1500_4125,15,41.25,Campania,23.6,19.91,3.69
it_1500_4150,15,41.5,Puglia,23.64,20.36,3.28
it_1500_4175,15,41.75,Molise,24.4,21.66,2.74
it_1500_4200,15,42,Molise,24.82,22.08,2.74
it_1525_3675,15.25,36.75,Sicilia,24.91,22.87,2.04
it_1525_3700,15.25,37,Sicilia,25.16,23.12,2.05
it_1525_3725,15.25,37.25,Sicilia,25.62,23.36,2.26
it_1525_3750,15.25,37.5,Sicilia,24.06,22,2.06
it_1525_3775,15.25,37.75,Sicilia,23.21,21.23,1.98
it_1525_3800,15.25,38,Sicilia,23.38,21.06,2.33
it_1525_3825,15.25,38.25,Sicilia,24.65,22.03,2.63
it_1525_4000,15.25,40,Campania,23.55,20.86,2.69
it_1525_4025,15.25,40.25,Campania,22.43,19.69,2.74
it_1525_4050,15.25,40.5,Campania,22.98,19.82,3.16
it_1525_4075,15.25,40.75,Campania,22.47,18.89,3.58
it_1525_4100,15.25,41,Campania,23.4,19.83,3.57
it_1525_4125,15.25,41.25,Puglia,23.58,19.98,3.6
it_1525_4150,15.25,41.5,Puglia,25.32,22.04,3.28
it_1525_4175,15.25,41.75,Puglia,25.61,23.14,2.47
it_1525_4200,15.25,42,Puglia,25.05,22.54,2.5
it_1550_3800,15.5,38,Sicilia,22.99,20.74,2.25
it_1550_3825,15.5,38.25,Sicilia,24.6,22.04,2.55
it_1550_4000,15.5,40,Campania,23.72,20.73,2.98
it_1550_4025,15.5,40.25,Campania,21.36,18.54,2.82
it_1550_4050,15.5,40.5,Campania,22.45,19.07,3.38
it_1550_4075,15.5,40.75,Basilicata,22.58,19.04,3.54
it_1550_4100,15.5,41,Basilicata,24.01,20.59,3.43
it_1550_4125,15.5,41.25,Puglia,25.39,22.14,3.24
it_1550_4150,15.5,41.5,Puglia,26.97,23.99,2.98
it_1550_4175,15.5,41.75,Puglia,25.21,22.94,2.28
it_1550_4200,15.5,42,Puglia,25.19,22.9,2.29
it_1550_4225,15.5,42.25,Puglia,24.44,22.19,2.25
it_1575_3800,15.75,38,Calabria,23.4,21.08,2.32
it_1575_3825,15.75,38.25,Calabria,22.25,20.14,2.11
it_1575_3850,15.75,38.5,Calabria,23.4,21.01,2.4
it_1575_3875,15.75,38.75,Calabria,23.86,21.32,2.54
it_1575_3950,15.75,39.5,Calabria,22.96,20.16,2.79
it_1575_3975,15.75,39.75,Calabria,24.25,21.26,3
it_1575_4000,15.75,40,Basilicata,22.58,19.6,2.99
it_1575_4025,15.75,40.25,Basilicata,21.48,18.53,2.95
it_1575_4050,15.75,40.5,Basilicata,21.63,18.28,3.36
it_1575_4075,15.75,40.75,Basilicata,22.34,19.03,3.31
it_1575_4100,15.75,41,Basilicata,25.1,21.78,3.32
it_1575_4125,15.75,41.25,Puglia,26.36,23.2,3.16
it_1575_4150,15.75,41.5,Puglia,27.14,24.35,2.79
it_1575_4175,15.75,41.75,Puglia,23.58,21.24,2.34
it_1575_4200,15.75,42,Puglia,23.69,21.48,2.21
it_1575_4225,15.75,42.25,Puglia,24.35,22.03,2.32
it_1600_3800,16,38,Calabria,23.48,21.17,2.31
it_1600_3825,16,38.25,Calabria,22.34,20.08,2.25
it_1600_3850,16,38.5,Calabria,23.9,21.29,2.62
it_1600_3875,16,38.75,Calabria,23.94,21.49,2.45
it_1600_3900,16,39,Calabria,23.73,21.18,2.55
it_1600_3925,16,39.25,Calabria,22.62,20.15,2.47
it_1600_3950,16,39.5,Calabria,23.17,20.24,2.94
it_1600_3975,16,39.75,Calabria,21.78,19.01,2.77
it_1600_4000,16,40,Calabria,21.94,18.98,2.97
it_1600_4025,16,40.25,Basilicata,22.5,19.15,3.35
it_1600_4050,16,40.5,Basilicata,22,18.81,3.19
it_1600_4075,16,40.75,Basilicata,23.86,20.81,3.06
it_1600_4100,16,41,Basilicata,25.25,22.09,3.15
it_1600_4125,16,41.25,Puglia,25.92,23.23,2.69
it_1600_4150,16,41.5,Puglia,26.32,23.69,2.63
it_1600_4175,16,41.75,Puglia,23.39,20.97,2.42
it_1600_4200,16,42,Puglia,24.16,21.71,2.46
it_1625_3800,16.25,38,Calabria,23.52,21.13,2.4
it_1625_3825,16.25,38.25,Calabria,24.75,22.12,2.63
it_1625_3850,16.25,38.5,Calabria,21.94,19.68,2.25
it_1625_3875,16.25,38.75,Calabria,23.64,20.92,2.71
it_1625_3900,16.25,39,Calabria,22.51,20.33,2.17
it_1625_3925,16.25,39.25,Calabria,21.96,19.74,2.22
it_1625_3950,16.25,39.5,Calabria,24.84,21.58,3.25
it_1625_3975,16.25,39.75,Calabria,24.86,21.5,3.37
it_1625_4000,16.25,40,Calabria,21.5,18.66,2.84
it_1625_4025,16.25,40.25,Basilicata,24.92,21.69,3.23
it_1625_4050,16.25,40.5,Basilicata,24.09,21.12,2.97
it_1625_4075,16.25,40.75,Basilicata,25.72,22.53,3.19
it_1625_4100,16.25,41,Puglia,24.18,21.39,2.79
it_1625_4125,16.25,41.25,Puglia,25.21,22.68,2.54
it_1625_4150,16.25,41.5,Puglia,25.09,22.6,2.5
it_1625_4175,16.25,41.75,Puglia,24.36,22.09,2.27
it_1625_4200,16.25,42,Puglia,23.97,21.59,2.38
it_1650_3825,16.5,38.25,Calabria,23.26,20.88,2.38
it_1650_3850,16.5,38.5,Calabria,23.1,20.84,2.26
it_1650_3875,16.5,38.75,Calabria,23.39,20.72,2.67
it_1650_3900,16.5,39,Calabria,22.08,19.86,2.23
it_1650_3925,16.5,39.25,Calabria,19.16,17.14,2.02
it_1650_3950,16.5,39.5,Calabria,22.7,19.67,3.03
it_1650_3975,16.5,39.75,Calabria,26.67,23.2,3.47
it_1650_4000,16.5,40,Calabria,23.98,21.14,2.84
it_1650_4025,16.5,40.25,Basilicata,26.31,23.13,3.18
it_1650_4050,16.5,40.5,Basilicata,26.08,23,3.09
it_1650_4075,16.5,40.75,Basilicata,25.65,22.52,3.13
it_1650_4100,16.5,41,Puglia,24.38,21.73,2.65
it_1650_4125,16.5,41.25,Puglia,25.34,22.9,2.44
it_1675_3875,16.75,38.75,Calabria,23.71,21.18,2.54
it_1675_3900,16.75,39,Calabria,24,21.49,2.51
it_1675_3925,16.75,39.25,Calabria,22.47,19.93,2.55
it_1675_3950,16.75,39.5,Calabria,24.1,21.21,2.89
it_1675_4000,16.75,40,Calabria,25.86,22.75,3.11
it_1675_4025,16.75,40.25,Basilicata,26.48,23.54,2.94
it_1675_4050,16.75,40.5,Basilicata,25.97,23.04,2.93
it_1675_4075,16.75,40.75,Puglia,25.09,22.14,2.95
it_1675_4100,16.75,41,Puglia,24.97,22.31,2.65
it_1675_4125,16.75,41.25,Puglia,25.09,22.8,2.29
it_1700_3900,17,39,Calabria,25.99,22.98,3.02
it_1700_3925,17,39.25,Calabria,25.57,22.55,3.01
it_1700_3950,17,39.5,Calabria,25.54,22.41,3.13
it_1700_4050,17,40.5,Puglia,26.41,23.48,2.93
it_1700_4075,17,40.75,Puglia,25.32,22.5,2.82
it_1700_4100,17,41,Puglia,24.93,22.41,2.52
it_1725_3900,17.25,39,Calabria,25.78,22.76,3.02
it_1725_3925,17.25,39.25,Calabria,25.7,22.65,3.05
it_1725_3950,17.25,39.5,Calabria,25.56,22.48,3.07
it_1725_4025,17.25,40.25,Puglia,26.11,23.36,2.76
it_1725_4050,17.25,40.5,Puglia,25.99,23.22,2.77
it_1725_4075,17.25,40.75,Puglia,24.64,22.03,2.62
it_1725_4100,17.25,41,Puglia,24.99,22.5,2.49
it_1750_4025,17.5,40.25,Puglia,26.04,23.46,2.58
it_1750_4050,17.5,40.5,Puglia,26.02,23.27,2.75
it_1750_4075,17.5,40.75,Puglia,25.16,22.72,2.43
it_1750_4100,17.5,41,Puglia,25.64,23.22,2.42
it_1775_4025,17.75,40.25,Puglia,26.29,23.71,2.59
it_1775_4050,17.75,40.5,Puglia,26.28,23.64,2.65
it_1775_4075,17.75,40.75,Puglia,25.98,23.49,2.49
it_1800_4000,18,40,Puglia,24.96,22.96,2
it_1800_4025,18,40.25,Puglia,26.09,23.67,2.42
it_1800_4050,18,40.5,Puglia,26.46,23.9,2.56
it_1800_4075,18,40.75,Puglia,26.26,23.72,2.54
it_1825_3975,18.25,39.75,Puglia,25.19,23.14,2.06
it_1825_4000,18.25,40,Puglia,25.03,23.02,2.01
it_1825_4025,18.25,40.25,Puglia,25.78,23.65,2.13
it_1825_4050,18.25,40.5,Puglia,26.33,23.86,2.48
it_1850_3975,18.5,39.75,Puglia,25.31,23.22,2.09
it_1850_4000,18.5,40,Puglia,25.59,23.42,2.16
it_1850_4025,18.5,40.25,Puglia,25.91,23.75,2.16
