"COMUNE","PROVINCIA","VOTI_Altri","VOTI_CDX","VOTI_CSX/M5S","PCT_Altri","PCT_CDX","PCT_CSX/M5S","ELETTORI","VOTANTI","BIANCHE","VOTI_ESPRESSI","AFFLUENZA","VINCITORE","DIFF_VOTI","X","Y","COD_PROV","COD_REG"
"VILLADOSE","ROVIGO",115,2194,456,4.16,79.35,16.49,4425,2890,80,2810,65.31,"CDX",1738,11.912578,45.079846,29,5
"VILLAFRANCA DI VERONA","VERONA",367,12748,3188,2.25,78.19,19.55,25998,16695,208,16487,64.22,"CDX",9560,10.849859,45.359864,23,5
"VILLAFRANCA PADOVANA","PADOVA",191,4584,815,3.42,82,14.58,8394,5745,54,5691,68.44,"CDX",3769,11.790691,45.479051,28,5
"VILLAGA","VICENZA",29,887,109,2.83,86.54,10.63,1654,1072,14,1058,64.81,"CDX",778,11.525647,45.39151,24,5
"VILLAMARZANA","ROVIGO",18,499,82,3.01,83.31,13.69,1043,623,15,608,59.73,"CDX",417,11.68828,45.017901,29,5
"VILLANOVA DEL GHEBBO","ROVIGO",20,855,144,1.96,83.91,14.13,1581,1076,24,1052,68.06,"CDX",711,11.659222,45.06682,29,5
"VILLANOVA DI CAMPOSAMPIERO","PADOVA",166,2762,444,4.92,81.91,13.17,4936,3463,52,3411,70.16,"CDX",2318,11.980003,45.496519,28,5
"VILLANOVA MARCHESANA","ROVIGO",11,287,60,3.07,80.17,16.76,755,376,11,365,49.8,"CDX",227,11.967605,45.00041,29,5
"VILLAVERLA","VICENZA",153,2614,533,4.64,79.21,16.15,5226,3387,45,3342,64.81,"CDX",2081,11.498557,45.648381,24,5
"VILLORBA","TREVISO",533,7041,1644,5.78,76.38,17.83,15705,9483,115,9368,60.38,"CDX",5397,12.252698,45.729792,26,5
"VITTORIO VENETO","TREVISO",695,9947,2932,5.12,73.28,21.6,26723,13925,171,13754,52.11,"CDX",7015,12.296722,46.004184,26,5
"VO'","PADOVA",37,1534,237,2.05,84.85,13.11,3072,1847,15,1832,60.12,"CDX",1297,11.646506,45.326107,28,5
"VODO CADORE","BELLUNO",11,452,58,2.11,86.76,11.13,954,528,5,523,55.35,"CDX",394,12.2135,46.414046,25,5
"VOLPAGO DEL MONTELLO","TREVISO",243,4517,653,4.49,83.45,12.06,10526,5553,77,5476,52.76,"CDX",3864,12.123138,45.785785,26,5
"VOLTAGO AGORDINO","BELLUNO",18,358,59,4.14,82.3,13.56,964,452,8,444,46.89,"CDX",299,11.978085,46.260229,25,5
"ZANE'","VICENZA",138,3021,592,3.68,80.54,15.78,5430,3895,69,3826,71.73,"CDX",2429,11.448656,45.7216,24,5
"ZENSON DI PIAVE","TREVISO",21,838,87,2.22,88.58,9.2,1479,978,9,969,66.13,"CDX",751,12.481585,45.677827,26,5
"ZERMEGHEDO","VICENZA",42,583,106,5.75,79.75,14.5,1107,746,6,740,67.39,"CDX",477,11.374101,45.47634,24,5
"ZERO BRANCO","TREVISO",548,4746,688,9.16,79.34,11.5,9543,6121,59,6062,64.14,"CDX",4058,12.141698,45.60756,26,5
"ZEVIO","VERONA",209,6227,1042,2.79,83.27,13.93,11587,7672,108,7564,66.21,"CDX",5185,11.122157,45.36212,23,5
"ZIMELLA","VERONA",46,2102,232,1.93,88.32,9.75,3948,2450,30,2420,62.06,"CDX",1870,11.358117,45.347797,23,5
"ZOPPE' DI CADORE","BELLUNO",7,79,11,7.22,81.44,11.34,223,102,3,99,45.74,"CDX",68,12.179476,46.388121,25,5
"ZOVENCEDO","VICENZA",25,352,71,5.58,78.57,15.85,703,457,5,452,65.01,"CDX",281,11.494112,45.437994,24,5
"ZUGLIANO","VICENZA",167,2916,719,4.39,76.7,18.91,5904,3905,61,3844,66.14,"CDX",2197,11.50168,45.73048,24,5
