anno,attivita_economica_ateco_2007,tipologia_contrattuale,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2018,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,5,149,142,826,44806
2018,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,1742,66322,60813,370823,34246599
2018,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,79370,4009041,3956409,23793362,3769548466
2018,Istruzione,Stagionale,2692,62860,36239,305420,14300232
2018,Istruzione,Tempo determinato,364200,12070069,11149547,66590586,4772828860
2018,Istruzione,Tempo indeterminato,146210,6952383,5702986,39713052,2664681756
2018,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,28154,610051,494104,2877859,174375282
2018,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,848730,24945352,20396246,127160674,7824136612
2018,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,901498,43265457,34869666,246884329,16669178070
2018,Sanita' e assistenza sociale,Stagionale,1049,19440,12984,96137,4498052
2018,Sanita' e assistenza sociale,Tempo determinato,172067,5756754,4343787,30806868,1808846824
2018,Sanita' e assistenza sociale,Tempo indeterminato,631962,30676542,25561732,175117741,11895734802
2018,Servizi di informazione e comunicazione,Stagionale,10019,85512,80269,347692,44919554
2018,Servizi di informazione e comunicazione,Tempo determinato,87990,1515099,1320749,7491498,690234185
2018,Servizi di informazione e comunicazione,Tempo indeterminato,440234,21669230,20350863,126880479,15343985223
2018,Trasporto e magazzinaggio,Stagionale,11057,321794,275531,1633533,128561049
2018,Trasporto e magazzinaggio,Tempo determinato,230062,7529844,6637700,38869504,3007141463
2018,Trasporto e magazzinaggio,Tempo indeterminato,871061,42732960,40526199,245602631,24210445196
2019,Altre attivita' di servizi,Stagionale,11590,259486,206502,1284842,75983766
2019,Altre attivita' di servizi,Tempo determinato,94908,2738780,1968152,13733057,716636039
2019,Altre attivita' di servizi,Tempo indeterminato,385533,18096330,14775885,101548376,7030576618
2019,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,56149,1024880,792136,4657869,309738240
2019,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,83968,1715799,1340938,8266347,825836642
2019,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,103723,4629392,3905758,26269938,2184267714
2019,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,317875,7991311,6780778,38720500,2634177097
2019,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,602034,15257740,10895797,67912820,3218985699
2019,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,863902,38211459,27816896,209119658,11693818397
2019,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,514,11757,10202,60189,3964553
2019,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,6442,90060,70894,457745,24495783
2019,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,34287,1718387,1463246,10035742,580207179
2019,Attivita' finanziarie e assicurative,Stagionale,156,3095,2569,14858,1305102
2019,Attivita' finanziarie e assicurative,Tempo determinato,12452,422778,374430,2346378,256108809
2019,Attivita' finanziarie e assicurative,Tempo indeterminato,497943,25266900,24225564,149571089,24717303786
2019,Attivita' immobiliari,Stagionale,1762,43936,34214,208434,13952079
2019,Attivita' immobiliari,Tempo determinato,7029,206381,147242,1080261,63989664
2019,Attivita' immobiliari,Tempo indeterminato,43313,2054772,1658006,11939223,1116029045
2019,Attivita' manifatturiere,Stagionale,40058,920924,822895,4523089,340844681
2019,Attivita' manifatturiere,Tempo determinato,350995,11306400,10052861,59591431,4275930294
2019,Attivita' manifatturiere,Tempo indeterminato,3476239,172136771,163819922,998690159,106802222429
2019,"Attivita' professionali, scientifiche e tecniche",Stagionale,4867,98454,79766,491317,28851573
2019,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,75489,1986975,1642350,9884050,679663208
2019,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,423293,20514430,17904010,119446029,11398017081
2019,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,23392,573746,467910,2862380,188820642
2019,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,388193,11430390,8498224,59222714,3448951964
2019,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,1983479,95866736,81998454,554548860,47666258550
2019,Costruzioni,Stagionale,861,20579,19153,99623,6647792
2019,Costruzioni,Tempo determinato,225967,5986673,5611638,29796014,2256222185
2019,Costruzioni,Tempo indeterminato,728854,33086277,31509656,182863761,15849251160
2019,Estrazione di minerali da cave e miniere,Stagionale,113,2775,2622,14006,1136153
2019,Estrazione di minerali da cave e miniere,Tempo determinato,2576,93275,89060,503162,48672565
2019,Estrazione di minerali da cave e miniere,Tempo indeterminato,38818,1940071,1908718,11339428,1894066956
2019,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1007,24886,21212,130866,8534133
2019,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,19547,647132,570117,3519006,247167519
2019,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,157077,7849740,7572831,46137408,4800169691
2019,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,17,370,349,2043,133149
2019,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,1681,59977,54579,334359,31838254
2019,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,79406,4010553,3958148,23796148,3818199378
2019,Istruzione,Stagionale,3523,80281,47414,396602,18904776
2019,Istruzione,Tempo determinato,400509,13253317,12367439,73927080,5083657807
2019,Istruzione,Tempo indeterminato,151435,7236010,5925063,41391275,2802520699
2019,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,41639,889136,712164,4244875,260087229
2019,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,758174,20952435,16960858,106247916,6456383445
2019,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,964095,46555676,37919486,266347873,18321340359
2019,Sanita' e assistenza sociale,Stagionale,2148,42832,26710,212020,9592770
2019,Sanita' e assistenza sociale,Tempo determinato,159541,5092813,3811770,27033390,1583181273
2019,Sanita' e assistenza sociale,Tempo indeterminato,662473,32133819,26756415,183605412,12539667374
2019,Servizi di informazione e comunicazione,Stagionale,13095,148373,140629,603289,90008239
2019,Servizi di informazione e comunicazione,Tempo determinato,80707,1326524,1159066,6483291,605886775
2019,Servizi di informazione e comunicazione,Tempo indeterminato,471287,22687998,21339197,132684271,16143947098
2019,Trasporto e magazzinaggio,Stagionale,15375,470801,383765,2421194,177523205
2019,Trasporto e magazzinaggio,Tempo determinato,224481,7010286,6163212,35924703,2803261346
2019,Trasporto e magazzinaggio,Tempo indeterminato,903062,44115490,41820342,253763235,24904290152
2020,Altre attivita' di servizi,Stagionale,9581,166613,125061,765614,43667888
2020,Altre attivita' di servizi,Tempo determinato,82828,2235489,1548288,10625028,561406780
2020,Altre attivita' di servizi,Tempo indeterminato,376896,16964926,13468588,87048718,6194437794
2020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,53387,819676,602767,3616897,229945630
2020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,58800,1077950,854897,5183810,672426086
2020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,98775,3782834,3160328,19436740,1706295704
2020,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,294502,5447829,4392241,24518923,1619858019
2020,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,448026,8708051,5702976,35081272,1537059225
2020,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,805404,29422308,19871707,135817690,7477470568
2020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,562,11405,9730,55531,3628880
2020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,5892,81003,63244,407583,21752807
2020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,33625,1676295,1425546,9748325,574819927
2020,Attivita' finanziarie e assicurative,Stagionale,333,5929,4981,27474,2726420
2020,Attivita' finanziarie e assicurative,Tempo determinato,10908,366617,326710,2019046,233112427
2020,Attivita' finanziarie e assicurative,Tempo indeterminato,494584,24877223,23815328,146408584,24678502829
2020,Attivita' immobiliari,Stagionale,1444,28673,21987,129566,8407745
2020,Attivita' immobiliari,Tempo determinato,6207,161197,112576,810107,46782221
2020,Attivita' immobiliari,Tempo indeterminato,44219,1952820,1550669,10727324,1036166184
2020,Attivita' manifatturiere,Stagionale,39246,866346,769327,4139759,316629596
2020,Attivita' manifatturiere,Tempo determinato,308642,9153438,7972024,45414493,3220114861
2020,Attivita' manifatturiere,Tempo indeterminato,3451257,167832783,159158297,915830300,99116210352
2020,"Attivita' professionali, scientifiche e tecniche",Stagionale,3461,67252,51052,323495,20005398
2020,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,61465,1660770,1360060,8218264,567951930
2020,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,427374,20068444,17402858,112132825,10968920393
2020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,21874,466867,370051,2230766,143688414
2020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,342532,9370571,6664622,46337896,2597630846
2020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,1978368,92564403,78160562,504961836,43470516507
2020,Costruzioni,Stagionale,1053,21843,19835,101891,6985416
2020,Costruzioni,Tempo determinato,229472,5734916,5342527,27069270,2051086752
2020,Costruzioni,Tempo indeterminato,743416,33091238,31430397,170632017,15005870095
2020,Estrazione di minerali da cave e miniere,Stagionale,124,3061,2930,15203,1273918
2020,Estrazione di minerali da cave e miniere,Tempo determinato,2224,78593,74298,408094,38567818
2020,Estrazione di minerali da cave e miniere,Tempo indeterminato,38503,1910266,1878487,10885786,1810259475
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1230,29224,26330,151040,10391238
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,17907,573761,498486,3051946,211757379
2020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,161209,8034091,7750262,46574404,4827363751
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,13,249,238,1382,97409
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,1529,49980,43707,267007,24308901
2020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,78495,3962353,3906982,23376721,3722234689
2020,Istruzione,Stagionale,2918,56761,29952,262099,11236533
2020,Istruzione,Tempo determinato,539982,17547255,16453212,93908901,6573263278
2020,Istruzione,Tempo indeterminato,148862,6514120,5227668,34355739,2395946133
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,32515,597258,473471,2756267,169568301
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,711796,18454805,14712202,92136954,5567794241
2020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,973738,45071909,36450748,248942758,17213088419
2020,Sanita' e assistenza sociale,Stagionale,2777,60973,32867,285745,11951707
2020,Sanita' e assistenza sociale,Tempo determinato,166739,4944710,3700928,25530006,1558512140
2020,Sanita' e assistenza sociale,Tempo indeterminato,673125,31548006,25902270,173602237,12092646918
2020,Servizi di informazione e comunicazione,Stagionale,19988,189562,178652,768433,116511391
2020,Servizi di informazione e comunicazione,Tempo determinato,61077,1059805,917583,5131617,474088524
2020,Servizi di informazione e comunicazione,Tempo indeterminato,484316,22847036,21515903,131025418,16232517043
2020,Trasporto e magazzinaggio,Stagionale,11397,247977,197173,1189202,85742934
2020,Trasporto e magazzinaggio,Tempo determinato,212880,6129164,5327511,30382660,2406086717
2020,Trasporto e magazzinaggio,Tempo indeterminato,907639,43632634,41225903,240677795,23633704273
2021,Altre attivita' di servizi,Stagionale,11055,210391,163173,1018362,59362977
2021,Altre attivita' di servizi,Tempo determinato,86452,2496437,1792195,12409798,667422258
2021,Altre attivita' di servizi,Tempo indeterminato,370281,17029497,13781482,92248560,6580520133
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,61633,1019965,757976,4678133,291995576
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,64199,1316253,1068019,6492239,803077617
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,98841,3896654,3320356,20750307,1837848585
2021,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,342521,6956668,5749682,33265599,2220281186
2021,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,499004,11103864,7734040,48210200,2257834520
2021,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,779341,30558636,21480284,150510197,8526052658
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,632,13459,11594,67724,4511604
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,5718,81173,63644,413136,22331737
2021,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,32712,1635320,1394391,9554834,576160908
2021,Attivita' finanziarie e assicurative,Stagionale,350,8503,7441,43632,5211355
2021,Attivita' finanziarie e assicurative,Tempo determinato,11910,418496,373348,2333500,259522675
2021,Attivita' finanziarie e assicurative,Tempo indeterminato,491923,24796597,23766269,146746624,25096632158
2021,Attivita' immobiliari,Stagionale,1613,34182,25703,160111,9985791
2021,Attivita' immobiliari,Tempo determinato,6519,188914,134305,986406,56335382
2021,Attivita' immobiliari,Tempo indeterminato,46669,2139812,1730668,12274581,1170007607
2021,Attivita' manifatturiere,Stagionale,40079,927648,826765,4577513,351463334
2021,Attivita' manifatturiere,Tempo determinato,352547,11439735,10168350,59757606,4300365154
2021,Attivita' manifatturiere,Tempo indeterminato,3462790,170483567,162495349,978072377,107066590001
2021,"Attivita' professionali, scientifiche e tecniche",Stagionale,4321,85255,65072,411082,25230551
2021,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,70741,2024558,1661522,10312203,697613570
2021,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,451279,21431933,18849292,123668290,12362477437
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,25234,565527,450578,2801091,180642550
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,379485,11254918,8253039,57890525,3307784450
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,1991954,95154211,81269258,540405306,47052591488
2021,Costruzioni,Stagionale,995,23320,20922,112871,7720451
2021,Costruzioni,Tempo determinato,280423,7736199,7227229,38314803,2915246553
2021,Costruzioni,Tempo indeterminato,815275,37383565,35687797,205685164,18218565824
2021,Estrazione di minerali da cave e miniere,Stagionale,104,2822,2665,14716,1213892
2021,Estrazione di minerali da cave e miniere,Tempo determinato,2329,83525,78610,443791,39948561
2021,Estrazione di minerali da cave e miniere,Tempo indeterminato,37798,1892827,1863441,11050381,1841017702
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1342,32096,28393,167773,11079397
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,19518,657909,577206,3559755,247060541
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,166203,8306088,8030734,48673781,5112436980
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,14,421,410,2292,175893
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,1861,64408,58561,354636,31930448
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,79783,4032071,3977047,23797394,3857095620
2021,Istruzione,Stagionale,3226,66427,38132,328566,14501146
2021,Istruzione,Tempo determinato,606531,21655099,20573876,118172629,8451775813
2021,Istruzione,Tempo indeterminato,147900,7002478,5812167,39574333,2779602898
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,38146,755831,610287,3612670,226241730
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,805517,22806242,18602330,115975369,7284084684
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,964821,45880498,37808737,259512234,18353776680
2021,Sanita' e assistenza sociale,Stagionale,3269,75503,44169,376554,16453262
2021,Sanita' e assistenza sociale,Tempo determinato,178934,5774950,4330822,30706321,1855879097
2021,Sanita' e assistenza sociale,Tempo indeterminato,678190,32460012,27159649,184422973,13176482135
2021,Servizi di informazione e comunicazione,Stagionale,29140,264135,252412,1075761,181189347
2021,Servizi di informazione e comunicazione,Tempo determinato,75746,1311531,1155952,6400670,643008004
2021,Servizi di informazione e comunicazione,Tempo indeterminato,488225,23792674,22524115,138844484,17670063758
2021,Trasporto e magazzinaggio,Stagionale,13732,338465,265342,1680585,114971596
2021,Trasporto e magazzinaggio,Tempo determinato,223874,7060288,6190183,36018399,2838250456
2021,Trasporto e magazzinaggio,Tempo indeterminato,921978,44798938,42386770,253583246,25203132354
2022,Altre attivita' di servizi,Stagionale,13342,286150,224316,1390356,82681002
2022,Altre attivita' di servizi,Tempo determinato,94839,2832771,2060733,14226208,774527183
2022,Altre attivita' di servizi,Tempo indeterminato,373348,17636402,14449198,99181643,7078758331
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,70818,1296948,988845,5891870,386272356
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,79504,1775602,1442841,8664162,964693329
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,102459,4686485,4037796,26624964,2359237944
2022,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,391409,9836823,8314159,47481933,3299393019
2022,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,592580,15327304,11109458,68482155,3381478802
2022,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,818808,36650964,27305617,200247934,11899233328
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,627,14203,12410,72158,4852222
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,5745,85502,67399,427676,23466370
2022,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,31967,1596073,1365070,9327429,565135178
2022,Attivita' finanziarie e assicurative,Stagionale,64,1476,1312,6967,603092
2022,Attivita' finanziarie e assicurative,Tempo determinato,11994,421501,375254,2344237,261695733
2022,Attivita' finanziarie e assicurative,Tempo indeterminato,477954,24071352,23081882,142778533,25119916970
2022,Attivita' immobiliari,Stagionale,1794,42779,30576,201366,12117550
2022,Attivita' immobiliari,Tempo determinato,7294,222199,160030,1158990,66060157
2022,Attivita' immobiliari,Tempo indeterminato,49097,2343425,1915804,13618270,1310602988
2022,Attivita' manifatturiere,Stagionale,40266,1001734,893294,4917959,379176603
2022,Attivita' manifatturiere,Tempo determinato,371050,12536572,11228546,65909291,4772077021
2022,Attivita' manifatturiere,Tempo indeterminato,3523637,175093574,167359657,1016320211,113157200155
2022,"Attivita' professionali, scientifiche e tecniche",Stagionale,4205,96323,73549,469068,28854964
2022,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,81266,2360746,1953658,11975613,808867999
2022,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,485638,23469888,20857642,136748341,14175029801
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,28565,704014,566808,3521270,231207164
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,411407,12606128,9384026,65192273,3777383734
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,2033927,99123992,85378889,573395085,50546285500
2022,Costruzioni,Stagionale,1186,29320,26774,144558,10071361
2022,Costruzioni,Tempo determinato,305311,9044486,8501850,45025126,3479889514
2022,Costruzioni,Tempo indeterminato,903372,42390465,40621473,235757721,21238613986
2022,Estrazione di minerali da cave e miniere,Stagionale,136,3929,3784,20687,1856884
2022,Estrazione di minerali da cave e miniere,Tempo determinato,2036,75315,71727,396707,37577060
2022,Estrazione di minerali da cave e miniere,Tempo indeterminato,36156,1816697,1789520,10643326,1840047022
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1579,42695,36714,225138,14809326
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,19664,684484,606573,3702523,259176917
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,172770,8658036,8382083,50818696,5396057017
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Stagionale,9,267,245,1413,108952
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo determinato,2030,70262,62252,383851,34582869
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Tempo indeterminato,81406,4108681,4055402,24383877,3993410935
2022,Istruzione,Stagionale,3918,87949,54797,432426,21982243
2022,Istruzione,Tempo determinato,612793,22143485,21078815,120149270,8957922931
2022,Istruzione,Tempo indeterminato,152230,7326136,6100076,42013291,2962692350
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Stagionale,46139,1060519,868379,5077287,323848567
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo determinato,830088,24200641,19826520,122823698,7716513463
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Tempo indeterminato,999857,48566615,40692729,278343056,20308474566
2022,Sanita' e assistenza sociale,Stagionale,4654,122041,69087,598642,26257275
2022,Sanita' e assistenza sociale,Tempo determinato,187131,6178009,4615115,32704195,1960842982
2022,Sanita' e assistenza sociale,Tempo indeterminato,700882,33722940,28373359,192577854,13832403559
2022,Servizi di informazione e comunicazione,Stagionale,25003,282256,267949,1152153,202247445
2022,Servizi di informazione e comunicazione,Tempo determinato,82030,1486426,1308463,7250472,759106945
2022,Servizi di informazione e comunicazione,Tempo indeterminato,515215,25286667,23995947,148128145,19042247713
2022,Trasporto e magazzinaggio,Stagionale,17184,518851,416112,2643071,198760962
2022,Trasporto e magazzinaggio,Tempo determinato,227763,7422468,6539330,38163488,3037849788
2022,Trasporto e magazzinaggio,Tempo indeterminato,950016,46686337,44437724,268680621,27103005752
2023,Altre attivita' di servizi,Stagionale,14209,306178,240471,1487933,90041893
2023,Altre attivita' di servizi,Tempo determinato,99224,2936155,2114912,14683482,809684295
2023,Altre attivita' di servizi,Tempo indeterminato,384343,18279576,15019658,102867321,7547388220
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Stagionale,74223,1356849,1047543,6177511,415831139
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo determinato,86026,1947695,1578109,9483926,1073251378
2023,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Tempo indeterminato,106911,4947948,4277401,28248372,2555742005
2023,Attivita' dei servizi di alloggio e di ristorazione,Stagionale,404767,10411694,8880688,50812003,3605260821
2023,Attivita' dei servizi di alloggio e di ristorazione,Tempo determinato,652326,17314074,12611033,77884309,3919587257
2023,Attivita' dei servizi di alloggio e di ristorazione,Tempo indeterminato,863004,39247142,29609913,217198162,13250392772
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Stagionale,617,14311,12176,72651,4901421
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo determinato,5548,86454,68364,437490,24568402
2023,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Tempo indeterminato,31208,1566072,1342100,9180993,563523714
2023,Attivita' finanziarie e assicurative,Stagionale,57,1308,1043,6637,522542
2023,Attivita' finanziarie e assicurative,Tempo determinato,11858,425706,382139,2374402,273207943
2023,Attivita' finanziarie e assicurative,Tempo indeterminato,470270,23756711,22794107,140879287,25825723444
2023,Attivita' immobiliari,Stagionale,1915,48098,35243,227224,14559373
2023,Attivita' immobiliari,Tempo determinato,8059,247035,182104,1298404,77075869
2023,Attivita' immobiliari,Tempo indeterminato,51599,2477680,2037671,14434354,1434041092
2023,Attivita' manifatturiere,Stagionale,38985,975002,872687,4794309,380445266
2023,Attivita' manifatturiere,Tempo determinato,365225,12233946,10919671,64258777,4785295185
2023,Attivita' manifatturiere,Tempo indeterminato,3586783,178714214,171023448,1037850340,119349840615
2023,"Attivita' professionali, scientifiche e tecniche",Stagionale,4679,106983,82519,518402,31620589
2023,"Attivita' professionali, scientifiche e tecniche",Tempo determinato,83874,2399225,2007091,12099760,853683340
2023,"Attivita' professionali, scientifiche e tecniche",Tempo indeterminato,512197,24878067,22238450,145253273,15641001290
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Stagionale,29460,736755,597005,3714687,251388537
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo determinato,433122,13362754,9923887,69156924,4082970991
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Tempo indeterminato,2078616,101679949,87821137,589564599,53809709607
2023,Costruzioni,Stagionale,1154,28201,25872,139600,9808416
2023,Costruzioni,Tempo determinato,320933,9277405,8746610,46137854,3670323287
2023,Costruzioni,Tempo indeterminato,949312,44615634,42804022,248273916,23212277125
2023,Estrazione di minerali da cave e miniere,Stagionale,124,3695,3605,19702,2194267
2023,Estrazione di minerali da cave e miniere,Tempo determinato,2305,84916,81118,447647,44156057
2023,Estrazione di minerali da cave e miniere,Tempo indeterminato,35129,1764623,1737821,10335167,1834015692
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Stagionale,1626,40233,34235,210539,14001846
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo determinato,20386,707135,633058,3818502,277642988
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Tempo indeterminato,177556,8908026,8626595,52262642,5623385484
