"gruppo","nomeGruppo","deputato","nome","cognome","inizio","fine","legislatura"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (FDI) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p200291","RICCARDO","DE CORATO","20221018",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4134","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300299","ANDREA GIORGIO FELICE MARIA","ORSINI","20221018",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (FDI) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300319","EDMONDO","CIRIELLI","20221018",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (MISTO) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300369","FRANCESCO SAVERIO","ROMANO","20221018","20221027","http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4152","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","http://dati.camera.it/ocd/persona.rdf/p300369","FRANCESCO SAVERIO","ROMANO","20221027",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (FDI) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300444","MAURIZIO","LEO","20221018",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (MISTO) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300447","MAURIZIO ENZO","LUPI","20221018","20221027","http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4152","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","http://dati.camera.it/ocd/persona.rdf/p300447","MAURIZIO ENZO","LUPI","20221027",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (MISTO) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300469","LUANA","ZANELLA","20221018","20221027","http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4154","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","http://dati.camera.it/ocd/persona.rdf/p300469","LUANA","ZANELLA","20221027",,"http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4135","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","http://dati.camera.it/ocd/persona.rdf/p300480","ROBERTO","GIACHETTI","20221018","20231120","http://dati.camera.it/ocd/legislatura.rdf/repubblica_19"
