"gruppo","nomeGruppo","deputato","nome","cognome","inizio","fine","legislatura"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p14710","EMMA","BONINO","20060503","20060518","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr359","SOCIALISTI E RADICALI-RNP (SOCRAD-RNP) (18.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p14710","EMMA","BONINO","20060518","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p15080","FABRIZIO","CICCHITTO","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p15100","PAOLO","CIRINO POMICINO","20060503","20060518","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr363","DCA-DEMOCRAZIA CRISTIANA PER LE AUTONOMIE-NUOVO PSI (DCA-NPSI) (18.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p15100","PAOLO","CIRINO POMICINO","20060518","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr331","UDC (UNIONE DEI DEMOCRATICI CRISTIANI E DEI DEMOCRATICI DI CENTRO) (UDC) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p16850","MARIO","TASSONE","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p1790","FRANCESCO","COLUCCI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200092","STEFANO","BOCO","20060503","20060518","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr361","VERDI (VERDI) (18.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200092","STEFANO","BOCO","20060518","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200103","MARGHERITA","BONIVER","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr331","UDC (UNIONE DEI DEMOCRATICI CRISTIANI E DEI DEMOCRATICI DI CENTRO) (UDC) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200116","FRANCESCO","BOSI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr329","LEGA NORD PADANIA (LNP) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200127","MATTEO","BRIGANDI'","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr328","ALLEANZA NAZIONALE (AN) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200194","CARLA","CASTELLANI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr328","ALLEANZA NAZIONALE (AN) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200291","RICCARDO","DE CORATO","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr330","ITALIA DEI VALORI (IDV) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200331","ANTONIO","DI PIETRO","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr334","RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA (RC-SE) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200361","ANTONIO","FALOMI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200432","BASILIO","GERMANA'","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200487","ENRICO","LA LOGGIA","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200626","RICCARDO","MINARDO","20060503","20070920","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200626","RICCARDO","MINARDO","20070920","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr333","PARTITO DEMOCRATICO-L'ULIVO (PD-U) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200690","ANDREA","PAPINI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr328","ALLEANZA NAZIONALE (AN) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200709","RICCARDO","PEDRIZZI","20060503","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200739","ANGELO","PICANO","20060503","20060518","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr362","POPOLARI-UDEUR (POP-UDEUR) (18.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200739","ANGELO","PICANO","20060518","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr327","FORZA ITALIA (FI) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200800","GIOVANNI","RICEVUTO","20060503","20060720","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr332","MISTO (MISTO) (03.05.2006-28.04.2008)","http://dati.camera.it/ocd/persona.rdf/p200800","GIOVANNI","RICEVUTO","20060720","20080428","http://dati.camera.it/ocd/legislatura.rdf/repubblica_15"
