"gruppo","nomeGruppo","deputato","nome","cognome","inizio","fine","legislatura"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p15080","FABRIZIO","CICCHITTO","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr476","UNIONE DI CENTRO PER IL TERZO POLO (UDCPTP) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p15920","CALOGERO","MANNINO","20080505","20100928","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr472","MISTO (MISTO) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p15920","CALOGERO","MANNINO","20100928","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr476","UNIONE DI CENTRO PER IL TERZO POLO (UDCPTP) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p16850","MARIO","TASSONE","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p1790","FRANCESCO","COLUCCI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200103","MARGHERITA","BONIVER","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr476","UNIONE DI CENTRO PER IL TERZO POLO (UDCPTP) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200116","FRANCESCO","BOSI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr478","LEGA NORD PADANIA (LNP) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200127","MATTEO","BRIGANDI'","20080505","20100730","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200194","CARLA","CASTELLANI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200291","RICCARDO","DE CORATO","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr474","ITALIA DEI VALORI (IDV) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200331","ANTONIO","DI PIETRO","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr475","PARTITO DEMOCRATICO (PD) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200404","GIOVANNI LORENZO","FORCIERI","20121113","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200487","ENRICO","LA LOGGIA","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr475","PARTITO DEMOCRATICO (PD) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200585","CESARE","MARINI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200737","ENRICO","PIANETTA","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200888","MARIA GRAZIA","SILIQUINI","20080505","20100730","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr729","FUTURO E LIBERTA' PER IL TERZO POLO (FLPTP) (30.07.2010-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200888","MARIA GRAZIA","SILIQUINI","20100730","20101215","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr472","MISTO (MISTO) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200888","MARIA GRAZIA","SILIQUINI","20101215","20110120","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr849","POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA, POPOLARI D'ITALIA DOMANI-PID, MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN, AZIONE POPOLARE, ALLEANZA DI CENTRO-ADC, INTESA POPOLARE) (PT) (19.01.2011-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200888","MARIA GRAZIA","SILIQUINI","20110120","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr475","PARTITO DEMOCRATICO (PD) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200901","UGO","SPOSETTI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200958","GIUSEPPE CARLO FERDINANDO","VEGAS","20080505","20110110","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p200963","COSIMO","VENTUCCI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p22470","GIUSEPPE","CALDERISI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr476","UNIONE DI CENTRO PER IL TERZO POLO (UDCPTP) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p23020","PIER FERDINANDO","CASINI","20080505","20130314","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr477","POPOLO DELLA LIBERTA' (PDL) (05.05.2008-14.03.2013)","http://dati.camera.it/ocd/persona.rdf/p23480","GIANFRANCO","FINI","20080505","20100908","http://dati.camera.it/ocd/legislatura.rdf/repubblica_16"
